Volcano_Number,Volcano_Name,Primary_Volcano_Type,Country,Region,Latitude,Longitude,Elevation,Tectonic_Setting,Evidence_Category,Major_Rock_Type
282021,Yokoatejima,Stratovolcano(es),Japan,Western Pacific Volcanic Regions,28.7970,128.9970,495,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
282022,Akusekijima,Stratovolcano(es),Japan,Western Pacific Volcanic Regions,29.4650,129.5940,555,Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain,Andesite / Basaltic Andesite
282020,Io-Torishima,Complex,Japan,Western Pacific Volcanic Regions,27.8810,128.2230,212,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
282030,Suwanosejima,Stratovolcano(es),Japan,Western Pacific Volcanic Regions,29.6380,129.7140,796,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
282043,Kuchinoshima,Stratovolcano(es),Japan,Western Pacific Volcanic Regions,29.9680,129.9260,628,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Andesite / Basaltic Andesite
282040,Nakanoshima,Stratovolcano(es),Japan,Western Pacific Volcanic Regions,29.8590,129.8570,979,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
282050,Kuchinoerabujima,Stratovolcano(es),Japan,Western Pacific Volcanic Regions,30.4430,130.2170,657,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
282060,Kikai,Caldera,Japan,Western Pacific Volcanic Regions,30.7930,130.3050,704,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Rhyolite
282070,Ata,Caldera(s),Japan,Western Pacific Volcanic Regions,31.2200,130.5700,924,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
282081,Yonemaru-Sumiyoshiike,Maar(s),Japan,Western Pacific Volcanic Regions,31.7710,130.5920,40,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
282080,Aira,Caldera,Japan,Western Pacific Volcanic Regions,31.5772,130.6589,1117,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
282091,Fukue,Volcanic field,Japan,Western Pacific Volcanic Regions,32.6570,128.8490,315,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
282090,Kirishimayama,Shield,Japan,Western Pacific Volcanic Regions,31.9340,130.8620,1700,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
282100,Unzendake,Complex,Japan,Western Pacific Volcanic Regions,32.7610,130.2990,1483,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
282110,Asosan,Caldera,Japan,Western Pacific Volcanic Regions,32.8849,131.0850,1592,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
282120,Kujusan,Stratovolcano(es),Japan,Western Pacific Volcanic Regions,33.0860,131.2490,1791,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
282130,Yufu-Tsurumi,Lava dome(s),Japan,Western Pacific Volcanic Regions,33.2820,131.3900,1584,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283001,Abu,Volcanic field,Japan,Western Pacific Volcanic Regions,34.4833,131.5167,641,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
283002,Sanbesan,Stratovolcano,Japan,Western Pacific Volcanic Regions,35.1410,132.6220,1126,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
283010,Izu-Tobu,Pyroclastic cone(s),Japan,Northwest Pacific Volcanic Regions,34.9000,139.0980,1406,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
283020,Hakoneyama,Complex,Japan,Northwest Pacific Volcanic Regions,35.2330,139.0210,1438,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
283031,Yokodake,Stratovolcano(es),Japan,Northwest Pacific Volcanic Regions,36.0870,138.3200,2480,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
283030,Fujisan,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,35.3610,138.7280,3776,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
283040,Ontakesan,Complex,Japan,Western Pacific Volcanic Regions,35.8930,137.4800,3067,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283050,Hakusan,Stratovolcano,Japan,Western Pacific Volcanic Regions,36.1550,136.7710,2702,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283060,Norikuradake,Stratovolcano(es),Japan,Western Pacific Volcanic Regions,36.1060,137.5540,3026,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
283070,Yakedake,Stratovolcano(es),Japan,Western Pacific Volcanic Regions,36.2270,137.5870,2455,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283080,Midagahara,Stratovolcano,Japan,Western Pacific Volcanic Regions,36.5710,137.5900,2621,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283090,Niigata-Yakeyama,Lava dome,Japan,Northwest Pacific Volcanic Regions,36.9210,138.0360,2400,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283100,Myokosan,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,36.8910,138.1140,2454,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
283110,Asamayama,Complex,Japan,Northwest Pacific Volcanic Regions,36.4060,138.5230,2568,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283121,Shiga,Shield(s),Japan,Northwest Pacific Volcanic Regions,36.6880,138.5190,2041,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
283122,Harunasan,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,36.4770,138.8510,1449,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
283120,Kusatsu-Shiranesan,Stratovolcano(es),Japan,Northwest Pacific Volcanic Regions,36.6180,138.5280,2165,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283131,Hiuchigatake,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,36.9550,139.2850,2356,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283130,Akagisan,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,36.5600,139.1930,1828,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
283141,Nantaisan,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,36.7650,139.4910,2486,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
283142,Omanago Group,Lava dome(s),Japan,Northwest Pacific Volcanic Regions,36.8067,139.4756,2341,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
283143,Takaharayama,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,36.9000,139.7770,1795,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
283140,Nikko-Shiranesan,Shield,Japan,Northwest Pacific Volcanic Regions,36.7990,139.3760,2578,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283151,Numazawa,Shield,Japan,Northwest Pacific Volcanic Regions,37.4440,139.5660,835,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
283150,Nasudake,Stratovolcano(es),Japan,Northwest Pacific Volcanic Regions,37.1250,139.9630,1915,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283160,Bandaisan,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,37.6010,140.0720,1816,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283170,Adatarayama,Stratovolcano(es),Japan,Northwest Pacific Volcanic Regions,37.6470,140.2810,1728,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283180,Azumayama,Stratovolcano(es),Japan,Northwest Pacific Volcanic Regions,37.7350,140.2440,1949,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283191,Hijiori,Caldera,Japan,Northwest Pacific Volcanic Regions,38.5992,140.1617,552,Subduction zone / Continental crust (> 25 km),Evidence Credible,Dacite
283190,Zaozan [Zaosan],Complex,Japan,Northwest Pacific Volcanic Regions,38.1440,140.4400,1841,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283200,Naruko,Caldera,Japan,Northwest Pacific Volcanic Regions,38.7290,140.7340,470,Subduction zone / Continental crust (> 25 km),Eruption Observed,Rhyolite
283210,Kurikomayama,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,38.9610,140.7880,1627,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283220,Chokaisan,Stratovolcano(es),Japan,Northwest Pacific Volcanic Regions,39.0990,140.0490,2236,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283230,Akita-Komagatake,Stratovolcano(es),Japan,Northwest Pacific Volcanic Regions,39.7610,140.7990,1637,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
283240,Iwatesan,Complex,Japan,Northwest Pacific Volcanic Regions,39.8530,141.0010,2038,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
283250,Hachimantai,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,39.9580,140.8540,1613,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
283262,Megata,Maar(s),Japan,Northwest Pacific Volcanic Regions,39.9500,139.7250,160,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
283260,Akita-Yakeyama,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,39.9640,140.7570,1366,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283271,Towada,Caldera,Japan,Northwest Pacific Volcanic Regions,40.5100,140.8800,1011,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283270,Iwakisan,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,40.6560,140.3030,1625,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
283280,Hakkodasan,Stratovolcano(es),Japan,Northwest Pacific Volcanic Regions,40.6590,140.8770,1585,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
283290,Osorezan,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,41.2790,141.1200,878,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
284011,Toshima,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,34.5200,139.2790,508,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt
284010,Izu-Oshima,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,34.7240,139.3940,746,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
284020,Niijima,Lava dome(s),Japan,Northwest Pacific Volcanic Regions,34.3970,139.2700,432,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Rhyolite
284030,Kozushima,Lava dome(s),Japan,Northwest Pacific Volcanic Regions,34.2190,139.1530,572,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Rhyolite
284041,Mikurajima,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,33.8740,139.6020,851,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt
284042,Kurose Hole,Caldera,Japan,Northwest Pacific Volcanic Regions,33.4000,139.6800,-114,Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain,Dacite
284040,Miyakejima,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,34.0940,139.5260,775,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
284050,Hachijojima,Stratovolcano(es),Japan,Northwest Pacific Volcanic Regions,33.1370,139.7660,854,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
284061,Kita-Bayonnaise,Caldera,Japan,Northwest Pacific Volcanic Regions,32.1000,139.8500,-360,Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain,Rhyolite
284060,Aogashima,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,32.4580,139.7590,423,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
284070,Myojinsho,Caldera,Japan,Northwest Pacific Volcanic Regions,31.8880,139.9180,11,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Dacite
284080,Sumisujima,Caldera,Japan,Northwest Pacific Volcanic Regions,31.4400,140.0510,136,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Dacite
284091,Sofugan,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,29.7940,140.3420,99,Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain,Basalt / Picro-Basalt
284093,Suiyo Seamount,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,28.5750,140.6330,-991,Subduction zone / Crustal thickness unknown,Unrest / Holocene,Andesite / Basaltic Andesite
284094,Mokuyo Seamount,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,28.3270,140.5720,-933,Subduction zone / Crustal thickness unknown,Unrest / Holocene,Andesite / Basaltic Andesite
284095,Doyo Seamount,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,27.6800,140.8000,-590,Subduction zone / Crustal thickness unknown,Unrest / Holocene,Basalt / Picro-Basalt
284096,Nishinoshima,Caldera,Japan,Northwest Pacific Volcanic Regions,27.2470,140.8740,100,Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite
284097,Kaikata Seamount,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,26.6670,140.9290,-165,Subduction zone / Crustal thickness unknown,Unrest / Holocene,Andesite / Basaltic Andesite
284090,Izu-Torishima,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,30.4840,140.3030,394,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
284100,Kaitoku Seamount,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,26.1217,141.0955,-95,Subduction zone / Crustal thickness unknown,Eruption Observed,Basalt / Picro-Basalt
284110,Kita-Ioto,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,25.4240,141.2840,792,Subduction zone / Crustal thickness unknown,Eruption Observed,Basalt / Picro-Basalt
284121,Kita-Fukutokutai,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,24.4170,141.4170,-73,Subduction zone / Crustal thickness unknown,Eruption Observed,No Data (checked)
284120,Ioto,Caldera,Japan,Northwest Pacific Volcanic Regions,24.7510,141.2890,169,Subduction zone / Crustal thickness unknown,Eruption Observed,Trachyandesite / Basaltic Trachyandesite
284131,Minami-Hiyoshi,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,23.5000,141.9350,-107,Subduction zone / Crustal thickness unknown,Eruption Observed,Trachyandesite / Basaltic Trachyandesite
284132,Nikko,Stratovolcano,Japan,Northwest Pacific Volcanic Regions,23.0780,142.3260,-392,Subduction zone / Crustal thickness unknown,Unrest / Holocene,Basalt / Picro-Basalt
284133,Fukujin,Stratovolcano,United States,Northwest Pacific Volcanic Regions,21.9300,143.4700,-217,Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite
284134,Kasuga 1,Stratovolcano,United States,Northwest Pacific Volcanic Regions,21.7650,143.7100,-598,Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite
284135,Kasuga 2,Stratovolcano,United States,Northwest Pacific Volcanic Regions,21.6000,143.6370,-274,Subduction zone / Crustal thickness unknown,Evidence Credible,Basalt / Picro-Basalt
284136,NW Eifuku,Stratovolcano,United States,Northwest Pacific Volcanic Regions,21.4850,144.0430,-1535,Subduction zone / Crustal thickness unknown,Unrest / Holocene,Basalt / Picro-Basalt
284137,Daikoku,Stratovolcano,United States,Northwest Pacific Volcanic Regions,21.3240,144.1940,-323,Subduction zone / Crustal thickness unknown,Unrest / Holocene,Andesite / Basaltic Andesite
284130,Fukutoku-Oka-no-Ba,Pyroclastic cone,Japan,Northwest Pacific Volcanic Regions,24.2850,141.4810,-29,Subduction zone / Crustal thickness unknown,Eruption Observed,Trachyandesite / Basaltic Trachyandesite
284141,Ahyi,Stratovolcano,United States,Northwest Pacific Volcanic Regions,20.4200,145.0300,-75,Subduction zone / Crustal thickness unknown,Eruption Dated,Andesite / Basaltic Andesite
284142,Supply Reef,Stratovolcano,United States,Northwest Pacific Volcanic Regions,20.1300,145.1000,-8,Subduction zone / Crustal thickness unknown,Evidence Uncertain,Andesite / Basaltic Andesite
284143,Maug Islands,Stratovolcano,United States,Northwest Pacific Volcanic Regions,20.0200,145.2200,227,Subduction zone / Crustal thickness unknown,Unrest / Holocene,Basalt / Picro-Basalt
284140,Farallon de Pajaros,Stratovolcano,United States,Northwest Pacific Volcanic Regions,20.5460,144.8930,337,Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite
284150,Asuncion,Stratovolcano,United States,Northwest Pacific Volcanic Regions,19.6710,145.4060,857,Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite
284160,Agrigan,Stratovolcano,United States,Northwest Pacific Volcanic Regions,18.7700,145.6700,965,Subduction zone / Crustal thickness unknown,Eruption Observed,Basalt / Picro-Basalt
284170,Pagan,Stratovolcano(es),United States,Northwest Pacific Volcanic Regions,18.1300,145.8000,570,Subduction zone / Crustal thickness unknown,Eruption Observed,Basalt / Picro-Basalt
284180,Alamagan,Stratovolcano,United States,Northwest Pacific Volcanic Regions,17.6000,145.8300,744,Subduction zone / Crustal thickness unknown,Eruption Dated,Andesite / Basaltic Andesite
284191,Zealandia Bank,Stratovolcano,United States,Northwest Pacific Volcanic Regions,16.8800,145.8500,0,Subduction zone / Crustal thickness unknown,Unrest / Holocene,Basalt / Picro-Basalt
284192,Sarigan,Stratovolcano,United States,Northwest Pacific Volcanic Regions,16.7080,145.7800,538,Subduction zone / Crustal thickness unknown,Evidence Credible,Andesite / Basaltic Andesite
284190,Guguan,Stratovolcano,United States,Northwest Pacific Volcanic Regions,17.3070,145.8450,287,Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite
